TOTAL VALUE ,TAX,LOT SQFT ,YR BUILT,GROSS AREA ,LIVING AREA,FLOORS ,ROOMS,BEDROOMS ,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
408.8,5142.0,8236.0,1925.0,,1850.0,2.0,,4.0,1.0,0.0,1.0,1.0,
374.2,4707.0,4460.0,1930.0,2466.0,1618.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,
465.2,5852.0,4196.0,1920.0,1892.0,1792.0,2.0,7.0,4.0,1.0,,1.0,1.0,Recent
382.5,4811.0,6341.0,1940.0,2567.0,1531.0,,7.0,4.0,1.0,1.0,1.0,1.0,None
388.5,4887.0,6367.0,1950.0,2823.0,1649.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,None
371.0,4667.0,7700.0,1900.0,2333.0,1391.0,,6.0,3.0,1.0,0.0,1.0,0.0,
,5125.0,,1941.0,2544.0,,2.0,7.0,3.0,1.0,0.0,1.0,1.0,None
371.6,4674.0,7020.0,,2795.0,1580.0,,8.0,4.0,1.0,1.0,1.0,0.0,None
441.8,5557.0,,1929.0,2358.0,1500.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,Old
353.3,,4280.0,1925.0,2400.0,1224.0,1.5,8.0,3.0,1.0,0.0,1.0,1.0,None
339.4,,3588.0,1962.0,2628.0,1204.0,1.0,6.0,3.0,1.0,0.0,,0.0,Recent
465.3,5853.0,6162.0,1995.0,2640.0,1632.0,,,3.0,,1.0,1.0,1.0,None
357.4,4496.0,4593.0,1914.0,2226.0,1356.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
355.0,4465.0,4000.0,,2324.0,1420.0,2.0,9.0,3.0,1.0,0.0,1.0,0.0,None
,4658.0,5000.0,1920.0,2648.0,1238.0,1.5,,,1.0,0.0,1.0,1.0,None
482.2,6066.0,7005.0,1920.0,3522.0,2096.0,2.0,10.0,5.0,,1.0,1.0,1.0,None
371.3,4670.0,5500.0,1928.0,2221.0,1250.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
361.8,4551.0,6740.0,1940.0,2620.0,1701.0,2.0,7.0,4.0,,1.0,1.0,1.0,None
,,4902.0,1954.0,2672.0,1584.0,2.0,7.0,3.0,1.0,1.0,,1.0,Old
354.3,4457.0,4222.0,1936.0,2212.0,1347.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,Recent
476.3,5991.0,5500.0,1925.0,2936.0,1836.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,Recent
,,6139.0,1935.0,2864.0,1852.0,2.0,8.0,4.0,1.0,1.0,1.0,,None
382.4,4810.0,6720.0,1910.0,2036.0,1176.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
380.8,4790.0,6208.0,1965.0,2657.0,1310.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,None
347.2,4367.0,5000.0,1920.0,2437.0,1476.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,None
450.2,,5477.0,1910.0,,1960.0,2.0,8.0,3.0,1.0,1.0,1.0,0.0,None
644.4,8106.0,9947.0,1955.0,4114.0,2947.0,1.0,9.0,4.0,2.0,0.0,1.0,2.0,None
377.0,4742.0,,1909.0,2455.0,1505.0,2.0,6.0,3.0,1.0,1.0,,0.0,None
401.7,,5337.0,1916.0,2312.0,1384.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
528.5,6648.0,9046.0,1995.0,3648.0,2208.0,2.0,8.0,4.0,2.0,,1.0,1.0,None
357.6,4498.0,4797.0,1929.0,2698.0,1411.0,2.0,7.0,3.0,1.0,0.0,1.0,0.0,None
377.2,4745.0,6276.0,1930.0,2750.0,1918.0,2.0,9.0,4.0,2.0,0.0,1.0,1.0,None
474.6,5970.0,4857.0,1915.0,4048.0,2291.0,2.0,10.0,4.0,1.0,1.0,1.0,1.0,None
293.3,3689.0,6240.0,1955.0,2066.0,987.0,1.0,,2.0,1.0,0.0,1.0,1.0,None
414.3,5211.0,5000.0,1920.0,2868.0,1716.0,,7.0,4.0,1.0,1.0,1.0,0.0,None
368.2,4631.0,5100.0,1950.0,2560.0,1250.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,None
421.2,5298.0,6190.0,1950.0,3165.0,,1.0,7.0,3.0,2.0,0.0,1.0,1.0,None
374.3,4708.0,5000.0,1940.0,2117.0,1274.0,2.0,7.0,3.0,1.0,1.0,1.0,,None
300.3,3777.0,6050.0,1925.0,2092.0,936.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,None
,8814.0,7991.0,1998.0,4372.0,3544.0,2.0,9.0,4.0,2.0,1.0,1.0,1.0,None
422.2,5311.0,8350.0,1954.0,2666.0,1841.0,,5.0,3.0,1.0,0.0,1.0,,None
424.0,5333.0,4750.0,1928.0,2448.0,1464.0,2.0,7.0,3.0,1.0,,1.0,1.0,None
341.4,4294.0,4000.0,1928.0,2573.0,1544.0,2.0,7.0,3.0,,0.0,,0.0,Old
423.2,,6343.0,1926.0,3340.0,1856.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,None
492.2,6191.0,6001.0,1996.0,3018.0,,2.0,11.0,4.0,2.0,1.0,1.0,1.0,None
407.1,5121.0,5125.0,1930.0,2395.0,1344.0,2.0,7.0,4.0,1.0,1.0,1.0,0.0,Recent
615.5,7742.0,7763.0,1938.0,3678.0,2304.0,2.0,7.0,3.0,2.0,0.0,1.0,1.0,
414.5,5214.0,7705.0,1956.0,3398.0,1561.0,1.5,6.0,2.0,1.0,1.0,1.0,0.0,None
,5421.0,4222.0,1936.0,2840.0,1594.0,2.0,7.0,3.0,1.0,0.0,1.0,1.0,None
356.7,4487.0,5282.0,1950.0,3050.0,1450.0,1.0,7.0,3.0,1.0,0.0,1.0,1.0,None
448.7,5644.0,5000.0,1920.0,2932.0,,,8.0,5.0,2.0,,,1.0,Recent
,5323.0,,1900.0,3081.0,1768.0,2.0,8.0,3.0,2.0,0.0,1.0,1.0,Recent
,3750.0,6402.0,,2736.0,1210.0,1.0,6.0,3.0,1.0,0.0,1.0,2.0,None
410.5,5164.0,5000.0,1910.0,3476.0,1928.0,2.0,7.0,4.0,1.0,,,0.0,None
399.8,5029.0,5247.0,1920.0,3215.0,1867.0,2.0,,,1.0,,1.0,0.0,None
407.3,5123.0,7011.0,1925.0,2888.0,1752.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,None
356.4,4483.0,4860.0,1928.0,2196.0,1232.0,2.0,6.0,,1.0,0.0,1.0,0.0,None
349.0,4390.0,4825.0,1930.0,2136.0,1242.0,2.0,6.0,3.0,1.0,0.0,1.0,0.0,None
386.1,4857.0,4887.0,1914.0,,,2.0,5.0,2.0,1.0,0.0,1.0,0.0,
402.8,5067.0,5500.0,1916.0,,,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
399.9,5030.0,,1920.0,2846.0,1716.0,2.0,8.0,,1.0,1.0,1.0,1.0,None
404.0,,5500.0,1930.0,2874.0,1752.0,,6.0,3.0,1.0,1.0,,0.0,None
396.6,,7077.0,1930.0,,1590.0,2.0,6.0,3.0,1.0,0.0,1.0,,None
451.6,5681.0,7015.0,1930.0,3684.0,2128.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
354.3,4457.0,4000.0,1924.0,2986.0,1694.0,2.0,7.0,3.0,1.0,0.0,1.0,1.0,None
406.4,5112.0,5000.0,1920.0,3072.0,1779.0,2.0,,3.0,1.0,0.0,1.0,1.0,Recent
402.8,,4907.0,1929.0,2288.0,1464.0,2.0,6.0,3.0,1.0,0.0,1.0,,None
432.7,,6267.0,1935.0,3024.0,1872.0,2.0,7.0,3.0,1.0,,1.0,1.0,Old
371.8,4677.0,7010.0,1925.0,1944.0,1248.0,,6.0,3.0,1.0,1.0,1.0,1.0,Recent
342.7,4311.0,,1936.0,2020.0,,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
385.1,,5000.0,1920.0,2736.0,1704.0,2.0,7.0,3.0,,1.0,1.0,,None
394.6,4964.0,6055.0,1950.0,2988.0,1832.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
333.6,4196.0,5120.0,1928.0,2244.0,,2.0,7.0,3.0,1.0,1.0,1.0,0.0,None
330.1,4152.0,4507.0,1950.0,2388.0,1134.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,None
376.8,4740.0,5000.0,,2303.0,1344.0,,6.0,3.0,1.0,1.0,1.0,1.0,None
675.3,8495.0,,2005.0,4684.0,2976.0,2.0,9.0,4.0,3.0,0.0,1.0,1.0,None
274.3,3450.0,4755.0,1945.0,2624.0,1176.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,
437.1,5498.0,3839.0,1933.0,2922.0,1330.0,,,3.0,2.0,0.0,1.0,1.0,Recent
,6069.0,6800.0,1936.0,2826.0,1624.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
363.3,4570.0,4937.0,,2347.0,1452.0,2.0,7.0,3.0,1.0,,1.0,1.0,None
369.7,4650.0,6440.0,1940.0,3638.0,1602.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,None
667.6,8398.0,9386.0,,4371.0,2794.0,2.0,9.0,4.0,2.0,,1.0,1.0,None
364.6,4586.0,,1956.0,3098.0,1493.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,None
370.3,4658.0,4752.0,1939.0,3661.0,1671.0,1.0,7.0,,2.0,0.0,,,Recent
373.3,4696.0,5000.0,,2406.0,1458.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,None
320.5,4031.0,4890.0,1930.0,2002.0,1260.0,2.0,6.0,3.0,1.0,,1.0,0.0,None
386.3,4859.0,4925.0,1934.0,2391.0,1562.0,2.0,6.0,3.0,1.0,,1.0,1.0,Recent
439.8,5532.0,4500.0,1930.0,3026.0,1699.0,,8.0,4.0,1.0,1.0,1.0,1.0,
407.7,5128.0,,1929.0,3495.0,1960.0,2.0,9.0,5.0,1.0,1.0,1.0,1.0,None
360.3,4532.0,,1925.0,2680.0,1200.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,None
402.1,,4852.0,1925.0,2204.0,1336.0,,7.0,3.0,1.0,1.0,1.0,1.0,None
334.2,4204.0,4946.0,1920.0,,1404.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,None
361.8,4551.0,5000.0,1950.0,2397.0,,,6.0,3.0,1.0,1.0,1.0,1.0,None
371.3,4670.0,5000.0,1930.0,,,1.0,,3.0,1.0,,1.0,1.0,Recent
374.0,4704.0,5500.0,1929.0,2379.0,1426.0,2.0,7.0,3.0,1.0,0.0,1.0,1.0,None
342.7,4311.0,5000.0,1950.0,2158.0,1378.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,Recent
276.6,3479.0,2126.0,1845.0,1719.0,958.0,1.5,7.0,3.0,1.0,0.0,,0.0,None
255.7,3216.0,3440.0,1910.0,1508.0,710.0,,,2.0,1.0,0.0,1.0,0.0,Old
687.9,8653.0,9364.0,2004.0,4228.0,3022.0,2.0,,3.0,2.0,1.0,,1.0,None
358.6,4511.0,4222.0,1944.0,,1352.0,2.0,,3.0,1.0,1.0,,1.0,None
447.9,,5000.0,1920.0,3917.0,2012.0,2.0,11.0,,1.0,1.0,1.0,0.0,None
285.4,3590.0,5205.0,1950.0,1808.0,864.0,1.0,,2.0,1.0,0.0,1.0,1.0,
,,,1935.0,3053.0,1752.0,2.0,8.0,3.0,,0.0,1.0,1.0,None
373.4,4697.0,5127.0,1934.0,3262.0,1490.0,1.0,7.0,3.0,2.0,0.0,1.0,,None
620.4,7804.0,5000.0,2004.0,4149.0,2516.0,,7.0,4.0,3.0,1.0,1.0,2.0,None
376.6,4737.0,5500.0,1920.0,2541.0,1518.0,2.0,6.0,,,0.0,1.0,1.0,None
401.1,5045.0,6041.0,1955.0,2711.0,,2.0,6.0,3.0,1.0,1.0,1.0,1.0,Recent
620.4,7804.0,,2004.0,4149.0,2516.0,2.0,7.0,4.0,3.0,1.0,1.0,2.0,None
461.9,,4750.0,1910.0,2810.0,,2.0,7.0,3.0,1.0,1.0,,1.0,Recent
526.5,6623.0,8180.0,1960.0,4116.0,,1.5,10.0,,3.0,1.0,1.0,2.0,None
354.7,4462.0,5000.0,1936.0,2355.0,1591.0,2.0,,3.0,1.0,1.0,1.0,0.0,
,5077.0,,1930.0,,1936.0,2.0,8.0,3.0,1.0,1.0,1.0,,
366.6,4611.0,,1935.0,2880.0,1356.0,1.0,7.0,3.0,1.0,1.0,,1.0,None
460.3,5790.0,4048.0,1920.0,3171.0,1954.0,2.0,9.0,4.0,1.0,1.0,1.0,0.0,None
368.3,4633.0,5334.0,1920.0,2681.0,1626.0,2.0,8.0,3.0,1.0,,1.0,1.0,Old
328.0,4126.0,,1954.0,2428.0,1092.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,None
552.6,6951.0,5000.0,1925.0,5190.0,3420.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,Recent
374.8,4714.0,5000.0,1925.0,2776.0,1536.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,Recent
360.8,4538.0,4667.0,1930.0,,,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
,5435.0,,1930.0,2567.0,1752.0,2.0,7.0,3.0,2.0,0.0,1.0,0.0,None
379.0,4767.0,7235.0,,2296.0,,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
374.4,4709.0,,1934.0,2820.0,1624.0,2.0,7.0,3.0,1.0,0.0,1.0,0.0,Recent
439.0,5522.0,5000.0,1930.0,,2287.0,2.5,8.0,4.0,2.0,,1.0,1.0,None
396.4,,5708.0,1950.0,2649.0,1494.0,2.0,,3.0,,1.0,1.0,1.0,None
361.4,4546.0,,1950.0,,1225.0,2.0,,3.0,1.0,1.0,1.0,1.0,None
336.9,4238.0,4378.0,1940.0,2364.0,1075.0,1.0,,3.0,1.0,1.0,1.0,1.0,None
393.4,4948.0,6060.0,1928.0,2606.0,1565.0,2.0,7.0,,,,1.0,0.0,None
,6396.0,6169.0,1955.0,3577.0,1971.0,2.0,8.0,4.0,2.0,1.0,1.0,2.0,Old
352.6,4435.0,5000.0,1930.0,2608.0,1584.0,,8.0,3.0,1.0,0.0,1.0,,None
594.2,7475.0,7277.0,1995.0,3668.0,2200.0,2.0,7.0,4.0,2.0,1.0,1.0,3.0,Recent
428.4,,5000.0,1920.0,2655.0,1362.0,2.0,,3.0,2.0,0.0,1.0,1.0,Recent
357.3,4494.0,4559.0,1926.0,,1133.0,1.5,7.0,4.0,1.0,1.0,1.0,,None
448.5,5642.0,7063.0,1925.0,3187.0,1475.0,1.0,,2.0,1.0,0.0,,1.0,None
360.1,,4848.0,1925.0,2910.0,1330.0,,6.0,3.0,1.0,0.0,1.0,1.0,None
,4333.0,6647.0,1952.0,,1314.0,1.0,6.0,,,1.0,1.0,,None
375.3,4721.0,5000.0,1968.0,2248.0,1500.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,None
432.7,,10000.0,1920.0,3080.0,1389.0,1.0,,3.0,,0.0,1.0,0.0,Recent
412.4,5187.0,,1929.0,2655.0,,2.0,7.0,3.0,1.0,0.0,1.0,,None
421.2,5298.0,6395.0,1952.0,3199.0,1831.0,2.0,,3.0,1.0,1.0,1.0,1.0,None
367.4,4621.0,5000.0,1922.0,2616.0,1632.0,2.0,10.0,4.0,1.0,,1.0,1.0,None
,3605.0,5095.0,1927.0,1966.0,936.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,None
335.4,4219.0,5000.0,1933.0,2546.0,1323.0,1.5,6.0,3.0,1.0,0.0,1.0,1.0,None
438.7,5518.0,4789.0,1910.0,2976.0,1680.0,2.0,7.0,3.0,2.0,1.0,1.0,0.0,None
386.0,4855.0,3475.0,1940.0,2570.0,1582.0,2.0,7.0,3.0,1.0,,1.0,0.0,None
352.3,4431.0,4786.0,1933.0,2553.0,1570.0,2.0,7.0,3.0,1.0,0.0,1.0,1.0,None
348.9,4389.0,4950.0,1919.0,2098.0,1296.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
439.2,5525.0,5000.0,1909.0,3023.0,1738.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,Recent
499.8,6287.0,4627.0,1947.0,3765.0,2037.0,2.0,7.0,4.0,2.0,,,1.0,None
378.0,4755.0,,1920.0,2967.0,1584.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,None
334.4,4206.0,5000.0,1925.0,3091.0,,1.0,6.0,3.0,,0.0,1.0,1.0,None
,4653.0,5000.0,1960.0,2572.0,1470.0,2.0,,4.0,1.0,1.0,1.0,1.0,None
354.8,4463.0,4134.0,1925.0,2328.0,1456.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
357.6,,5000.0,1930.0,2549.0,1632.0,2.0,7.0,3.0,1.0,0.0,1.0,1.0,None
294.7,3707.0,10551.0,1945.0,,999.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,None
346.3,4356.0,5000.0,1920.0,1890.0,1152.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
346.7,4361.0,4843.0,1925.0,2910.0,1330.0,1.0,6.0,3.0,1.0,,1.0,1.0,None
345.8,4350.0,6126.0,1953.0,2494.0,1341.0,1.5,7.0,3.0,1.0,1.0,1.0,1.0,None
433.4,5452.0,,1920.0,3384.0,,1.0,,,2.0,1.0,1.0,1.0,None
383.4,4823.0,5000.0,1924.0,2481.0,1524.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,None
439.3,5526.0,5000.0,1930.0,2784.0,1498.0,2.0,8.0,3.0,1.0,1.0,,0.0,Old
445.2,5600.0,6549.0,1924.0,,2178.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,
460.2,5789.0,6900.0,1920.0,3570.0,2086.0,2.0,12.0,,2.0,1.0,1.0,1.0,None
581.5,7315.0,8720.0,1989.0,4533.0,2353.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,None
490.9,6175.0,,1950.0,3697.0,2317.0,2.0,10.0,5.0,,0.0,1.0,1.0,Recent
351.1,4416.0,5000.0,1930.0,2132.0,,2.0,7.0,3.0,1.0,0.0,1.0,0.0,None
427.8,5381.0,4989.0,1947.0,2678.0,1539.0,2.0,,3.0,,1.0,1.0,1.0,None
469.1,5901.0,4423.0,1935.0,4001.0,2256.0,2.0,7.0,,1.0,1.0,1.0,1.0,Recent
406.8,5117.0,5000.0,1936.0,3148.0,2088.0,2.0,11.0,3.0,1.0,0.0,1.0,1.0,Old
,4745.0,5248.0,1933.0,2608.0,1536.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
401.2,,5000.0,1910.0,2294.0,1504.0,2.0,,4.0,1.0,,1.0,1.0,
460.9,5798.0,5000.0,1930.0,3527.0,1835.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
370.3,4658.0,5088.0,1935.0,2223.0,1390.0,2.0,6.0,3.0,1.0,1.0,1.0,,None
312.8,3935.0,4905.0,1930.0,2352.0,1161.0,1.5,,3.0,1.0,1.0,1.0,1.0,None
,4903.0,5000.0,1972.0,2400.0,,2.0,6.0,3.0,1.0,1.0,1.0,0.0,None
421.0,5296.0,5000.0,1924.0,3798.0,1989.0,1.5,8.0,4.0,2.0,0.0,1.0,,Old
420.5,5289.0,6000.0,,2753.0,1584.0,2.0,6.0,3.0,1.0,0.0,,1.0,None
391.0,4918.0,5145.0,1949.0,3197.0,1726.0,1.5,8.0,4.0,2.0,1.0,1.0,1.0,None
423.3,5325.0,5000.0,1920.0,2818.0,1558.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,Old
362.2,4556.0,5271.0,1939.0,1872.0,1460.0,,,,1.0,1.0,1.0,1.0,None
392.5,4937.0,5300.0,1920.0,2791.0,1716.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,
387.9,,5823.0,1953.0,,,2.0,,3.0,1.0,1.0,1.0,1.0,None
407.8,5130.0,5581.0,1935.0,2351.0,1448.0,2.0,6.0,,1.0,0.0,1.0,1.0,Old
,5291.0,6008.0,1934.0,2312.0,1452.0,,9.0,3.0,1.0,1.0,1.0,1.0,None
536.4,6747.0,7731.0,,4044.0,2318.0,2.0,8.0,4.0,2.0,,1.0,0.0,None
410.8,5167.0,5000.0,1935.0,2296.0,1508.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
454.8,5721.0,5000.0,1928.0,3674.0,1932.0,2.0,9.0,4.0,2.0,0.0,1.0,1.0,None
432.0,5434.0,6610.0,1930.0,3544.0,2106.0,,10.0,4.0,,1.0,1.0,0.0,Old
368.6,4636.0,5000.0,1935.0,3040.0,1700.0,1.5,5.0,2.0,1.0,1.0,1.0,1.0,None
373.4,,5000.0,1930.0,2848.0,1720.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,None
284.4,3577.0,6242.0,1950.0,2065.0,1001.0,1.0,5.0,2.0,1.0,,1.0,1.0,None
386.2,4858.0,4992.0,1887.0,3255.0,1952.0,2.0,6.0,3.0,1.0,1.0,,1.0,None
379.6,4775.0,5200.0,1960.0,2592.0,1337.0,1.5,,3.0,1.0,1.0,1.0,1.0,None
374.8,4714.0,4817.0,1930.0,2634.0,1500.0,2.0,7.0,4.0,1.0,,1.0,1.0,None
467.4,5879.0,4424.0,1920.0,2574.0,1636.0,2.0,,3.0,1.0,0.0,,1.0,Old
366.8,4614.0,,1945.0,3521.0,1583.0,1.0,6.0,3.0,2.0,0.0,1.0,,None
374.5,,5400.0,1926.0,,1442.0,2.0,8.0,3.0,2.0,0.0,,0.0,None
322.4,4055.0,6700.0,1930.0,2384.0,1476.0,2.0,7.0,3.0,1.0,1.0,1.0,,None
561.8,7067.0,9540.0,1970.0,4613.0,3112.0,2.0,9.0,4.0,2.0,1.0,1.0,1.0,None
384.2,4833.0,3436.0,1947.0,2636.0,1496.0,2.0,9.0,,1.0,1.0,1.0,1.0,Recent
,5642.0,4842.0,1930.0,2514.0,1534.0,2.0,7.0,3.0,,1.0,1.0,1.0,Recent
474.7,5971.0,5989.0,1936.0,3386.0,1840.0,2.0,6.0,3.0,1.0,1.0,,1.0,None
372.1,4681.0,5000.0,1962.0,2658.0,1737.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,None
459.5,5780.0,6091.0,1955.0,3569.0,2225.0,2.5,8.0,5.0,2.0,1.0,,1.0,None
421.2,5298.0,6697.0,1923.0,2573.0,1404.0,2.0,,3.0,2.0,1.0,1.0,1.0,None
348.3,4381.0,5000.0,1938.0,2441.0,1319.0,,6.0,2.0,1.0,0.0,1.0,1.0,
394.3,4960.0,5607.0,1935.0,2196.0,1344.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
332.1,4177.0,5740.0,1940.0,2029.0,1210.0,2.0,,3.0,1.0,1.0,1.0,1.0,None
356.0,4478.0,4568.0,1930.0,2916.0,,1.0,8.0,4.0,1.0,1.0,1.0,0.0,None
526.0,6617.0,8802.0,1987.0,3456.0,1944.0,2.0,7.0,4.0,1.0,2.0,1.0,1.0,None
333.5,4195.0,4000.0,1925.0,,1350.0,2.0,8.0,3.0,2.0,0.0,,0.0,None
400.5,5038.0,4500.0,1939.0,2433.0,,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
308.3,3878.0,,,2158.0,,1.5,6.0,3.0,1.0,0.0,1.0,1.0,None
330.5,4157.0,,1960.0,2472.0,,1.0,6.0,3.0,2.0,0.0,1.0,1.0,None
486.6,6121.0,5000.0,1904.0,3000.0,1684.0,2.0,7.0,3.0,1.0,,1.0,1.0,Old
,5385.0,5671.0,1937.0,2302.0,1488.0,2.0,7.0,3.0,1.0,,1.0,1.0,
378.4,4760.0,4811.0,1930.0,2734.0,1560.0,2.0,8.0,,1.0,0.0,,0.0,None
369.7,,5000.0,1930.0,2511.0,,2.0,7.0,3.0,1.0,1.0,,,
404.2,5084.0,4375.0,1938.0,4095.0,2285.0,1.5,9.0,,,0.0,,1.0,None
427.4,,4739.0,1994.0,2613.0,,2.0,,4.0,2.0,1.0,1.0,1.0,None
380.8,4790.0,6381.0,,2653.0,1416.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,None
632.8,7960.0,8927.0,1999.0,,,,9.0,4.0,3.0,1.0,1.0,1.0,None
339.4,4269.0,5000.0,1930.0,,1250.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
486.5,6120.0,6541.0,1950.0,3316.0,1846.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
407.7,5128.0,6172.0,1920.0,4576.0,2421.0,1.5,7.0,4.0,2.0,0.0,1.0,1.0,None
,5332.0,5264.0,1930.0,2596.0,1572.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
486.0,6113.0,4500.0,1940.0,4239.0,2458.0,2.5,8.0,4.0,1.0,1.0,1.0,1.0,None
365.3,4595.0,4468.0,1938.0,3190.0,1644.0,,6.0,2.0,1.0,1.0,1.0,,Recent
422.7,5317.0,5660.0,,2786.0,2086.0,,10.0,4.0,2.0,1.0,1.0,1.0,None
,4759.0,4500.0,1930.0,2577.0,,1.5,6.0,3.0,1.0,,1.0,1.0,
339.3,4268.0,5750.0,1950.0,1968.0,1047.0,1.5,5.0,2.0,1.0,0.0,1.0,1.0,None
362.7,4562.0,5288.0,1939.0,2570.0,1525.0,2.0,8.0,,1.0,0.0,1.0,,None
381.7,4801.0,6000.0,1925.0,2799.0,1350.0,2.0,8.0,3.0,1.0,0.0,1.0,1.0,None
363.8,4576.0,5000.0,1920.0,,1464.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,Old
377.5,4748.0,5708.0,1955.0,2376.0,1488.0,2.0,,3.0,1.0,1.0,,1.0,None
498.3,6268.0,6000.0,1960.0,3797.0,2056.0,,7.0,4.0,2.0,1.0,1.0,1.0,Recent
400.4,5037.0,,1952.0,3169.0,1378.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,None
602.3,7576.0,6010.0,2004.0,3390.0,2136.0,2.0,8.0,4.0,2.0,1.0,,1.0,None
450.3,5664.0,5000.0,,2350.0,1404.0,2.0,8.0,3.0,1.0,0.0,1.0,1.0,None
,6647.0,9022.0,1987.0,,1944.0,,7.0,4.0,2.0,1.0,1.0,1.0,None
407.1,5121.0,4846.0,1930.0,,1404.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,Old
339.1,4265.0,5000.0,1930.0,1980.0,1250.0,2.0,6.0,3.0,1.0,0.0,1.0,,None
435.7,5481.0,6079.0,,3362.0,2074.0,2.0,10.0,5.0,1.0,1.0,1.0,1.0,
387.8,4878.0,6160.0,1935.0,2606.0,1550.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
,5842.0,7218.0,1940.0,2544.0,1584.0,,7.0,4.0,2.0,1.0,1.0,0.0,
568.5,7151.0,6400.0,1954.0,4405.0,2281.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
351.8,4425.0,,1940.0,2436.0,1368.0,2.0,,3.0,1.0,1.0,1.0,1.0,None
343.8,,9094.0,1935.0,3006.0,1256.0,1.0,7.0,,1.0,0.0,1.0,0.0,None
393.6,4951.0,7616.0,1950.0,3090.0,1470.0,1.0,6.0,3.0,,1.0,1.0,1.0,None
380.6,4787.0,,1925.0,2314.0,,2.0,6.0,3.0,,1.0,,,None
362.2,4556.0,5000.0,1920.0,2554.0,1540.0,2.0,7.0,,1.0,1.0,1.0,1.0,None
614.3,7727.0,7264.0,1999.0,,2540.0,2.0,7.0,3.0,,1.0,,1.0,None
356.0,4478.0,,1920.0,2243.0,1412.0,2.0,8.0,3.0,1.0,0.0,,1.0,
460.8,5796.0,5899.0,1935.0,3168.0,1959.0,2.0,10.0,,2.0,1.0,1.0,1.0,None
