Public or Private,Apps received,Apps accepted,New students,Percent from top 10%,Percent from top 25%,FT undergrads,PT undergrads,in_state tuition,out_of_state tuition,room,board,fees,book costs,personal costs,PhD Faculty,faculty_student ratio,Graduation rate
2,651,581,243,8,17,617,34,5000,5000,3650,,515,600,600,45,14,45
1,2029,1516,1073,23,46,7535,1488,1908,5988,1462,1960,300,600,1500,91,15.1,45
2,608,520,127,26,47,538,126,8080,8080,1380,2540,100,500,1100,63,11.4,44
2,258,157,43,,,273,317,11480,11480,,,290,630,2034,75,7.8,44
2,3151,2584,958,14,40,4772,856,7800,7800,2050,1700,80,570,3020,37,16.5,44
1,1001,551,428,,,1970,1256,1412,5120,,,,908,1721,60,12.1,44
1,,,2158,,,16961,2499,2318,6953,1920,1336,864,600,2608,71,14.9,44
1,1363,1363,806,,33,3640,706,1734,4869,2950,,,500,,65,18.1,44
2,456,409,185,,,458,25,8750,9550,2375,2375,425,400,700,45,11.4,44
1,1901,1340,655,33,64,3416,1984,3475,9501,1980,1705,,,,98,11.6,44
1,4809,3089,1429,12,33,6162,871,740,6806,,1780,627,600,1651,72,16.7,44
2,774,542,193,17,38,650,14,5600,5600,1630,1465,1030,750,2000,63,12.1,44
1,701,501,458,10,40,959,457,1432,2580,1354,1270,254,500,900,48,20.1,44
2,538,538,319,,,1317,201,6293,6293,1876,1841,348,400,3400,65,20.8,44
1,4743,3970,2233,32,63,13436,2582,1737,5173,,,166,765,3176,86,11.5,44
2,279,276,126,17,37,600,435,6844,6844,,,636,500,500,45,11.7,44
2,313,228,137,10,30,552,67,5780,5780,,,,,,70,17.9,43
1,2328,2110,1047,,,7516,2943,2208,3108,1530,1320,183,480,1470,80,13.3,43
2,308,262,157,,44,592,113,6370,6370,1800,2094,370,,,56,13,43
1,7672,5331,2157,,33,15567,7544,1440,5904,,,1520,576,1464,,20.3,43
2,344,264,97,11,42,500,331,12600,12600,5520,,,630,2250,77,10.4,43
2,385,340,193,18,38,784,127,9520,9520,1980,2144,340,630,1818,63,18.6,43
1,2540,2195,994,13,40,6063,2550,1824,5472,1570,2028,488,221,2216,76,16.5,43
2,1540,1363,446,,,950,214,12500,12500,,,200,700,500,72,14,43
1,3589,2992,1367,15,40,7767,3827,2450,5050,,,155,500,700,83,15.6,43
1,6305,5190,3211,,,12487,9295,2888,7650,2454,1390,304,550,2100,71,16.7,43
1,285,280,208,21,43,1140,473,1408,3687,640,1280,172,600,1800,67,23.6,43
1,1801,1655,819,13,38,3224,436,2920,5840,1540,1598,,400,2430,76,19.1,43
2,1078,720,226,24,36,850,,6240,6240,1572,2118,75,600,1900,74,12.5,43
1,4839,3549,1577,41,41,8901,2245,840,5130,1500,1490,688,900,,76,27.2,43
2,592,501,279,19,44,1204,392,6400,6400,3484,,390,600,1800,80,14.5,43
1,529,481,243,22,47,1206,134,780,4860,1560,1562,320,600,650,103,17.4,43
1,985,868,645,,,3477,1929,1905,5715,1650,2780,,600,2500,74,18.1,42
2,400,280,134,,,397,62,6200,6200,1500,1770,380,320,,53,14.4,42
1,2968,2297,1610,13,47,7368,1128,2310,5834,1020,1724,198,600,2000,79,17,42
2,1011,829,410,9,33,1059,2458,9000,9000,,3100,630,450,1413,77,12.4,42
1,5318,3515,1025,8,29,7626,2091,2650,6550,2680,1360,240,550,1230,71,18.7,42
2,943,849,288,41,71,1041,35,14210,14210,1764,2230,225,450,1100,76,10.9,42
1,3330,2730,1303,15,36,6706,2640,1800,5800,1600,1800,,600,2200,73,14,42
2,232,216,106,16,34,534,172,6900,6900,3800,,480,450,1825,67,12.1,42
1,1822,1481,1055,10,33,4455,941,,,,,,,,89,19.7,42
1,1046,832,518,15,57,1463,1150,1856,4498,,,,600,2026,24,16.3,42
1,5891,4931,1973,23,48,11249,2682,1828,6746,1890,1838,66,620,2342,78,21.7,41
1,9402,7020,2151,20,70,16407,5550,1742,8384,3556,,,612,2400,87,19.5,41
2,2419,2160,1117,,,4852,1991,7310,7310,,4350,80,500,1612,18,13.4,41
1,2464,2306,1714,7,32,4981,5917,2090,5170,,,91,500,2000,67,16,41
1,2237,1495,800,10,29,6034,4954,2220,8568,,,2028,560,1221,86,14.5,41
1,4219,3098,1543,,44,9778,10455,3271,7162,,3271,100,468,,85,10.9,41
1,4799,3278,1561,,,4786,669,2230,4190,1220,1226,65,300,,60,15.4,41
2,299,206,81,26,40,811,206,9600,9600,3150,,,500,750,56,14.3,41
1,491,447,271,,,1774,809,2904,8676,,,,750,2028,20,14.7,41
1,6626,4122,721,24,31,4566,1913,1470,4836,986,1304,70,,,72,18.6,41
1,1195,1095,923,,28,4856,724,840,4860,1292,1492,639,1000,,60,21.9,41
1,6334,5051,2957,25,58,16785,2780,780,4860,3688,,838,530,,82,24.7,41
1,2817,1920,984,,,3958,305,1700,3400,1108,1442,155,500,850,53,14.3,40
1,2726,982,557,47,84,4239,1259,,7830,3348,1841,2106,610,1650,79,16.1,40
1,5530,4007,1697,12,37,8463,1498,1829,7731,,,398,540,2286,75,21.5,40
1,3668,2604,1331,,,4538,1179,1806,4650,1425,1548,378,490,1200,59,19.2,40
2,326,294,140,10,33,630,107,10000,10000,1800,1310,290,495,800,35,13.3,40
1,5659,4761,3147,10,31,8596,1949,2802,6892,,,,600,2500,72,16.6,40
1,2197,1515,543,4,26,3089,2029,2663,6797,2660,1240,1255,500,1200,60,21,40
1,1549,1349,687,,,3598,2147,2674,5673,3650,,217,550,900,77,18.2,40
1,1887,1870,848,8,30,3615,1446,1998,3900,1307,1304,128,500,2000,54,19,40
1,931,912,596,7,23,2482,868,2142,5866,1900,1400,60,600,2000,70,18.5,40
1,1773,1320,559,8,26,3531,808,676,5730,1568,1568,493,,,66,15.4,40
1,368,344,212,5,27,863,189,1606,4286,1820,750,245,600,2000,39,14.9,40
1,3344,2322,1105,6,43,6804,3933,1965,2875,2640,1200,590,600,,76,17.2,40
1,4119,3200,1663,,,9673,3481,1980,6432,1588,1580,,550,1066,76,19.6,40
2,940,653,275,30,52,1613,541,,,,,,,,59,14.6,40
2,191,165,63,5,25,494,574,11550,11550,,,540,300,500,43,14.5,40
1,146,117,89,4,24,492,1849,1742,5226,2514,2250,34,500,1162,39,9.5,39
1,2688,2633,1488,,,7212,1707,1800,3720,,,130,500,,71,20,39
1,3235,3108,2133,25,65,9978,1530,1932,5028,3300,,122,500,2000,73,14.8,39
1,2092,1474,649,,,1903,221,1341,2682,1290,1080,385,,,59,13.9,39
1,5443,5135,2445,,,11208,3350,1700,4700,1960,1236,,600,,82,19.8,39
2,608,494,176,10,31,649,314,8330,8330,,,200,550,1300,64,13,39
1,6189,3212,1418,14,43,8140,5947,2450,5050,1600,,107,500,500,62,14.1,39
2,845,734,254,5,21,662,351,7600,7600,1800,2000,125,600,1200,59,19,39
2,692,576,174,19,50,597,83,10500,10500,,,430,600,940,58,11.6,39
2,1199,904,397,,,1533,734,7730,7730,,,9,750,1890,60,19.2,39
1,4587,3423,2132,,,12541,2885,1616,5550,1584,974,176,500,,69,19.2,39
1,2091,1338,991,,,5359,1758,1824,5800,1704,1600,,600,1025,76,16.8,39
2,550,500,275,9,29,863,218,6612,6612,,,250,300,,39,11.9,39
1,8532,5316,2421,14,48,13806,4277,840,4860,,,884,500,,70,21.2,39
1,1376,957,445,,57,2727,3394,2480,4960,2500,1000,,600,2100,83,12.7,38
2,729,625,349,,,1432,334,7900,7900,3400,,,500,500,,19,38
1,1452,1158,870,,,2902,1825,1422,4266,,,210,495,1950,65,18.9,38
1,2379,2133,1292,8,25,4283,2973,2040,4973,1660,1532,20,500,1425,56,22,38
2,1975,1516,712,,,2223,304,11550,11550,,,385,400,1115,15,10.2,38
1,225,168,104,5,28,467,174,1968,4800,1675,1720,90,500,,65,15,38
2,1694,1408,268,,,1312,685,8300,8300,,,150,500,2370,53,14.4,38
1,5485,2662,1108,9,38,5938,2298,2385,3135,2600,1570,25,300,,77,23.5,38
1,885,553,381,13,38,2207,1058,2295,5739,,,,312,,70,15.9,38
2,379,341,265,10,36,1050,151,4950,4950,1040,1740,470,530,1500,62,15.7,38
2,467,424,350,16,40,1365,334,6300,6300,1360,1620,480,700,2140,75,13.7,38
1,2632,2509,1750,,46,8609,5680,1377,5148,1335,1260,366,537,1752,66,23.9,38
1,5244,3782,1930,12,37,11561,7443,2771,8786,1964,1000,,570,1980,79,15.9,38
1,5996,4993,3079,29,57,16269,3757,2625,5925,1720,1260,75,600,2242,83,15.9,37
2,314,158,132,10,28,690,5346,8294,8294,1372,2328,45,400,900,87,15.3,37
1,3500,2836,1779,15,42,8730,993,1576,5552,3710,,648,550,2300,75,17.6,37
1,1757,979,394,32,74,2033,1078,608,5972,1670,1750,800,600,750,77,13,37
2,1349,932,407,6,14,1236,47,5453,5453,1135,1056,685,500,,61,14.2,37
1,,2786,1595,25,50,7969,8008,1740,6490,1702,3250,40,700,1700,76,14.8,37
2,308,281,199,12,32,491,251,5500,5500,1850,1100,200,250,,55,11.3,37
2,516,454,322,13,34,1201,214,5190,5190,1680,1312,320,400,,59,12.7,37
2,2308,1336,295,22,46,1202,942,8530,8530,2020,1624,134,616,1576,56,14.9,37
1,5095,4491,2400,27,53,13894,8374,1954,6857,1550,2425,427,858,3093,89,12.8,37
1,1206,957,444,,,1627,132,1740,1740,1162,1287,243,570,2100,58,18.8,36
1,3131,2703,1792,,47,7402,1119,1700,3274,1440,1160,126,600,1761,71,20.5,36
2,1118,896,459,,,2058,111,11388,11388,1984,2562,,1000,,67,16.6,36
1,1401,1239,605,10,34,3716,675,1644,7100,1756,2624,324,540,2948,63,19.4,36
2,633,468,284,10,27,823,963,6120,6120,,2985,,531,1830,25,27.6,36
1,652,503,297,,,2229,1283,1341,4023,2004,1215,207,465,1600,52,17.3,36
2,479,373,127,20,43,631,133,8280,8280,,,100,500,,50,16.1,36
1,2020,1898,1092,,,4921,1338,1980,4572,,,37,600,2307,65,21.8,36
1,1289,1289,644,1,6,2343,2640,2100,2600,,,70,500,2700,64,16.5,36
2,1782,1695,1238,15,39,3302,2686,1640,4017,,,,650,1850,55,19.9,36
1,2863,2154,1179,,,4772,2763,1616,5550,1460,1470,262,700,1572,66,18.2,36
2,232,182,99,7,29,402,237,7070,7070,2140,1500,150,400,3158,59,8.9,36
1,1597,1125,751,,,3404,1734,840,5130,1800,1636,896,630,1838,95,21.6,36
2,321,318,172,11,27,620,280,7536,7536,1494,2242,80,430,1651,44,13,36
1,833,669,279,3,13,1224,345,3312,7656,2598,2092,585,500,624,80,14.4,36
1,910,910,342,14,53,1434,417,2050,7032,1408,1372,,550,1960,75,15.2,36
2,2400,1800,557,,,1312,176,4160,4160,1680,1510,780,500,1000,38,17.1,35
1,675,645,500,,,2413,1477,1950,4990,,1680,130,617,2307,62,18.1,35
1,900,900,490,10,30,2911,1089,1451,3009,,,,600,,62,19.6,35
1,1600,1016,508,,,2067,199,2674,7014,2080,1500,,500,,56,17.8,35
1,461,381,235,10,40,974,503,2700,6600,1904,1726,200,400,1675,67,15.2,35
2,1093,998,285,5,25,1650,5180,9450,9450,2600,1785,215,600,,33,91.8,35
1,2928,1853,481,,,2326,235,4474,6616,,,,600,1035,45,14.1,35
1,2407,2296,1304,5,19,7749,3961,3231,6462,,,,808,,91,18.5,35
1,385,358,229,5,21,988,597,1323,3222,1186,1418,,600,,47,19.4,35
2,502,384,104,11,28,347,74,6200,6200,2900,,,600,800,63,11.7,35
1,2219,1441,719,,,4129,1343,1580,5390,,,,810,1080,87,21.8,35
1,4418,2737,2049,23,51,14047,5134,672,4104,1840,1739,650,450,1700,86,22.6,35
1,2405,2234,1061,10,22,4564,448,840,4290,1580,1920,820,598,1582,55,19.4,35
1,989,777,474,,,3791,1961,647,2279,1502,1440,140,700,1200,67,14.3,35
1,3793,2341,1238,9,24,7732,9054,2154,6744,2655,,246,720,3450,87,19,34
1,8384,5727,2710,22,50,13518,2916,2520,7230,3198,1890,1108,630,3228,82,10,34
2,735,423,366,20,48,2448,707,9210,9210,1558,2224,,700,1000,49,39.8,34
1,2066,2031,1525,,,6020,1317,1966,3450,1110,1200,,650,1608,69,21.1,34
2,933,933,480,6,16,704,,4045,4045,1329,1466,295,736,2100,50,13.5,34
1,1256,1220,590,,,2762,587,1518,5586,,,,500,1200,73,19.6,34
1,787,601,233,40,73,1017,411,1302,5376,3214,,556,600,1100,99,13.7,34
1,3871,3349,1891,27,53,12257,5264,1884,7115,,,420,584,500,91,14.3,34
1,3788,2747,1269,20,45,8071,3629,2450,5050,,,93,500,,78,12.8,34
1,3540,2001,1016,24,54,4190,1512,840,5130,1324,2268,734,500,2000,60,23.1,34
1,1950,1506,1023,7,35,4111,1301,672,4104,1246,1460,626,500,,70,21.9,34
1,1627,1413,887,,,5160,1475,1740,2610,1030,1570,85,570,1500,66,20.1,33
1,1797,1260,938,24,35,6960,4698,2220,4440,1935,3240,291,750,2200,96,6.7,33
1,792,792,499,26,45,2229,270,1500,2340,,,,400,,40,17,33
2,492,370,236,10,30,1125,482,9600,9600,,,380,600,1890,,23.2,33
1,1989,1627,1137,,40,6547,2464,,4500,,,1500,500,1575,67,16.5,33
1,1572,1241,907,5,18,2699,2611,2369,6140,,,96,500,,56,18.2,33
1,1500,1250,980,10,30,2761,3341,2412,6594,,,146,600,,69,14.4,33
1,1265,1256,911,,,2728,2660,2369,6140,,,73,500,,76,16.7,33
1,2671,2671,1330,,,5742,1969,2040,4040,1236,980,143,500,1600,67,29.5,33
1,2431,2416,1711,37,45,7534,775,2028,3950,1208,1508,,600,600,50,15.9,33
2,379,324,107,15,37,500,311,9990,9990,2650,2250,280,400,600,44,12.1,33
2,1304,1300,871,4,15,1272,2733,3096,3096,,,,,,53,19.6,33
1,3921,2557,1691,,,10621,4864,1974,5908,1633,,68,500,900,77,16.9,33
2,7365,5402,4615,48,82,27378,1253,2340,2340,2112,1468,,860,1220,76,20.5,33
1,1348,1050,774,,,2873,1736,1381,2763,3375,,219,800,300,61,16.5,32
2,535,511,233,11,36,1098,380,9820,9820,2000,1360,50,570,2800,32,12.6,32
1,2901,2236,896,,39,6550,5083,1650,6994,,,465,450,350,82,20.4,32
2,308,,110,5,23,606,1142,5780,5780,2650,,180,,,52,17.9,32
2,578,411,187,25,50,880,477,6930,6930,,,,400,1525,57,11,32
1,6233,3990,2150,32,65,15340,9355,672,4104,,,690,600,,,14.6,32
2,663,562,127,20,40,641,63,5640,5640,1670,1680,,600,750,89,13.2,31
1,1499,779,500,20,54,2082,871,480,2920,,,50,714,1277,72,15.8,31
2,1174,607,289,20,45,555,24,,3800,1100,1380,300,500,800,56,19.4,31
1,4777,3057,1823,16,33,9844,6198,2180,6540,,,210,530,2440,84,11.1,31
1,3398,3191,1326,9,38,7517,4525,1133,1928,,,140,500,1400,65,22.8,31
1,2996,2440,704,2,30,3006,338,1894,5587,2750,2095,1305,500,600,61,16,31
2,177,136,41,,,438,103,14500,14500,5600,,,1200,1620,,14.4,30
1,4299,4250,2664,,,11767,3219,1898,4898,,,,560,,63,22.7,30
1,3314,2809,1563,,,7754,1388,2251,6311,,,,550,,75,21.7,30
1,1897,1384,768,9,32,4890,3777,2450,5050,,,112,500,1200,80,15.3,30
2,1847,1610,453,19,59,1298,67,7384,7384,,,458,500,1763,51,13.7,30
1,3247,3247,2297,,,9724,2192,1910,3854,1030,1200,,250,,61,24.3,29
1,5892,3034,1358,20,80,4517,745,1794,4136,,,643,550,,80,18.2,29
2,1110,930,332,18,36,1603,374,8180,8180,2230,2040,950,500,500,65,15.2,29
2,200,160,100,5,25,300,50,7500,7500,2500,2000,,500,,45,7.5,29
1,620,410,346,,,,,,,,,,,,40,16.2,29
1,350,343,251,8,27,1117,117,1212,3274,1200,600,217,90,1800,58,18.1,29
2,112,87,53,,,503,91,7940,7940,4032,,202,450,1220,39,12.9,29
1,3281,2559,1448,19,43,10975,8431,1206,4422,1440,1340,,500,2850,73,21,29
2,746,473,317,39,82,834,50,9600,9600,2030,2080,75,600,1300,54,21.9,28
1,777,649,406,5,20,1630,384,1392,5148,1430,950,20,400,,72,17.4,28
1,,,305,7,20,1535,412,672,3888,1350,1630,612,450,1944,68,18.8,28
1,1705,1339,772,9,28,2999,1825,,,,,,,,87,18.4,28
2,1322,636,225,,,589,97,5460,5460,1704,1110,300,500,1505,48,10.9,27
2,1310,983,316,5,35,1057,175,8550,8550,2525,2525,100,400,900,35,17.4,27
1,2611,1845,764,,,,,4878,4878,2210,1600,110,,,60,13.7,26
1,860,716,330,,,1703,473,1578,4158,1395,1020,,,,50,18.1,26
1,2957,1423,691,10,30,3817,1394,2798,3946,2000,2800,646,400,1500,63,14.9,26
1,1432,1432,706,5,20,3932,2937,2450,5050,,,120,600,3364,75,18.9,26
1,2336,1725,1043,10,27,5438,4058,864,4752,1386,1654,840,508,1463,48,18.4,26
2,254,189,189,15,26,503,40,3605,3605,1580,850,455,300,300,37,18.4,26
1,3512,2975,1662,6,23,9544,8177,1494,5790,,,129,500,1205,75,21.1,25
1,3619,3080,1888,,,7948,5040,,2093,3370,,938,600,2632,59,17,25
1,4630,3655,2301,5,27,9216,11176,2766,8490,,,212,600,2200,69,10.4,25
1,1378,1182,,,,4952,2123,1338,2280,,,,400,,62,20.2,25
2,575,482,206,9,18,542,9,3750,3750,1550,1510,285,350,,48,12.1,25
1,1493,1194,428,,,4246,2457,1440,8820,,2116,,,,90,18.1,24
1,941,643,415,,66,2571,1263,1204,8725,,3475,914,300,,82,13.4,24
1,1199,562,261,30,74,3805,2728,1828,9244,,,240,520,2138,89,18.1,24
1,814,814,616,6,24,988,1356,2369,6140,,,116,570,,52,13.8,24
1,1455,1064,452,1,16,2632,617,740,6806,1150,1400,636,350,766,75,15.1,24
2,369,312,90,12,46,396,526,11400,11400,5400,,340,500,760,41,9.5,24
1,1623,1574,837,,,6194,4992,,,2565,1800,,750,1098,78,20,24
2,322,168,51,,,237,67,11760,11760,4225,,90,630,1836,90,15.7,23
2,1025,770,257,,,1893,1220,8550,8550,2880,1860,250,720,4029,90,20.4,23
1,1108,1086,723,4,26,1139,2070,2369,6140,,,90,660,,60,14.7,23
2,,177,125,10,75,602,488,8094,8094,1100,880,48,566,,51,10.6,23
1,1358,1328,370,,18,2992,1202,2150,5750,2990,1430,248,660,,67,25.3,22
2,1339,1107,336,12,36,1051,82,9400,9400,4200,,,500,1600,53,12.5,22
1,2402,1824,1161,,,5438,5556,1422,2844,,,183,450,1835,62,19.8,21
2,6407,1500,595,,,1752,125,6770,6770,4438,,966,600,650,49,15.7,21
2,325,284,95,16,33,364,88,9900,9900,1660,1990,80,500,1200,32,13.6,21
1,2086,1507,631,14,27,4056,3433,1902,5706,,,236,552,2178,78,15.1,21
1,2963,2814,1840,,41,8718,1707,1644,3804,,,282,617,1655,57,20.6,21
2,1196,697,499,21,47,959,13,4412,4412,1000,1460,600,500,1000,69,16.9,21
2,600,197,124,3,9,392,69,7260,7260,1910,1180,330,600,1840,31,12.9,21
2,77,61,27,7,38,352,147,3120,3120,1358,2024,125,400,500,24,14.3,20
1,1766,1322,1194,,,5753,4058,2136,5352,2435,,166,800,800,61,14.7,19
1,1636,952,424,6,22,1544,896,1340,4120,1456,1226,100,510,,60,15,19
1,2406,2139,1501,,,8158,3643,2362,5154,1557,1566,,800,1790,75,17.9,19
2,200,165,121,,,1538,419,5115,5115,1470,1050,100,300,700,36,13.6,19
1,2704,2537,1766,,,6518,5560,1687,4560,,,117,600,,77,19.7,19
2,1436,1228,1202,10,26,1320,822,4371,4371,1320,1050,130,500,2000,62,12.6,18
1,3553,1719,777,12,37,4543,2694,1848,5544,,,350,650,2400,47,15.6,18
1,1643,882,407,,,2179,1089,2141,4869,2384,1691,673,600,2200,57,22,17
2,260,195,139,,,235,307,5519,5519,,2400,255,500,500,85,12.9,16
1,4040,4040,1800,,46,7410,3055,991,3486,,,,,,92,22.9,16
2,193,146,55,16,44,249,869,7560,7560,1620,2500,130,800,1500,76,11.9,15
1,4639,3272,1278,,,4051,405,1500,3000,1960,,84,500,,48,18.7,15
2,686,427,242,,,746,123,4000,4000,1250,1450,,600,1000,35,16.7,15
2,263,223,103,10,24,316,20,8438,8438,1446,1926,,500,2958,42,11.1,15
1,4345,3245,2604,15,85,5584,3101,780,7860,1680,1680,,600,1700,65,18.2,10
1,1541,1541,1108,,,3357,4701,672,4104,,,328,500,2585,75,20.6,8
